var,feature_importance,rank
cat80_D,0.22932384068951353,1
cont14,0.04881456035506085,2
cont7,0.03906003641940937,3
cat12_A,0.03603924975822987,4
cont2,0.030593203656894972,5
cat79_D,0.025262025705037005,6
cat81_D,0.02296201300753735,7
cont8,0.015454149553093974,8
cont3,0.015250426988680543,9
cont5,0.015052053882910492,10
cont6,0.014494706077852778,11
cont1,0.014465531526634006,12
cont4,0.014061537170583303,13
cat1_B,0.013709581528934442,14
cont13,0.013402239905177903,15
cont12,0.012652173212729718,16
cat12_B,0.012080652797497355,17
cont11,0.011426031087118697,18
cont10,0.010737187779395996,19
cont9,0.010629094488850039,20
cat57_A,0.010339954269957397,21
cat100_I,0.009320984631438142,22
cat44_B,0.008344191410983817,23
cat26_A,0.007775049944624185,24
cat53_A,0.007360357523829394,25
cat101_A,0.006697470506875858,26
cat100_F,0.006513331391257689,27
cat72_A,0.006141762754642975,28
cat5_B,0.005576228007998157,29
cat111_A,0.004947159834755759,30
cat111_C,0.0039411383824106295,31
cat83_B,0.0033095308367849454,32
cat44_A,0.003151853304362492,33
cat103_B,0.0030330037992141855,34
cat53_B,0.003023934484813196,35
cat100_J,0.0027592029945222273,36
cat114_C,0.0027372915981976817,37
cat82_B,0.002666336850791408,38
cat72_B,0.0026614362193063236,39
cat100_G,0.0026374182176572606,40
cat11_B,0.0025780527366659144,41
cat50_A,0.0025651588479991033,42
cat31_A,0.0025053682798035284,43
cat6_A,0.002367759458348842,44
cat91_A,0.0023158969908597857,45
cat112_AH,0.0023122092897619392,46
cat10_B,0.00228844052045638,47
cat39_A,0.0022657819958961625,48
cat112_J,0.002242927404501918,49
cat91_B,0.0022211801340073696,50
cat82_D,0.0022107280324789895,51
cat36_A,0.0021258502641569193,52
cat50_B,0.002051612265552728,53
cat112_AV,0.0019986347509806544,54
cat93_D,0.001992736911988837,55
cat100_K,0.0019772784563958897,56
cat83_A,0.0019611524488420485,57
cat100_A,0.0019121129737065504,58
cat81_B,0.00190544252574578,59
cat84_C,0.0018608335203847675,60
cat93_C,0.0018603364549840801,61
cat83_D,0.0018121726573678948,62
cat114_E,0.001779762882303773,63
cat4_A,0.0017319152202279833,64
cat112_U,0.001730924311271022,65
cat105_E,0.0017177571970909925,66
cat100_H,0.0017141940424829606,67
cat100_L,0.0016828750078180471,68
cat112_AS,0.001678675020839935,69
cat109_BI,0.001648012764632199,70
cat82_A,0.0016468397473777174,71
cat23_B,0.001628238377099263,72
cat110_EG,0.001621730814755398,73
cat105_F,0.001583782129026877,74
cat73_B,0.001581922224961311,75
cat49_B,0.0015779193258678489,76
cat79_B,0.0015659794307610793,77
cat13_B,0.0015556550486522914,78
cat112_E,0.0015553796274708,79
cat38_B,0.001543147155127823,80
cat110_CS,0.0015350789425065806,81
cat87_B,0.001529346096812108,82
cat112_K,0.001523166717483659,83
cat84_A,0.0015192258661677809,84
cat111_E,0.001514975145533088,85
cat75_A,0.0015114167530067314,86
cat92_H,0.0014784635844568464,87
cat103_C,0.001459724607102007,88
cat75_B,0.001440014359609251,89
cat101_D,0.0014368572320896122,90
cat110_CL,0.0014282498427196897,91
cat73_A,0.001426541855288506,92
cat52_A,0.0014146323665907617,93
cat2_A,0.0014103995788440134,94
cat110_BT,0.0013765469367763392,95
cat4_B,0.0013699533637890318,96
cat100_O,0.0013621705144852229,97
cat38_A,0.0013382178576670065,98
cat94_D,0.0013282078043490163,99
cat106_G,0.001306899376694935,100
cat27_B,0.0013013878031311577,101
cat106_H,0.001293088093131506,102
cat13_A,0.0012839037417901131,103
cat49_A,0.001274485920417384,104
cat110_EB,0.001272169438702825,105
cat25_A,0.0012562138405069867,106
cat115_O,0.0012515521012349106,107
cat107_G,0.0012472590754806616,108
cat110_CO,0.0011992376528573094,109
cat87_A,0.0011971389793022915,110
cat112_AN,0.0011960723279080554,111
cat105_G,0.00119295643233993,112
cat100_N,0.00118249150030637,113
cat107_K,0.0011793011835924008,114
cat91_C,0.0011775031852267013,115
cat108_B,0.0011713194429149854,116
cat91_G,0.0011676475941147,117
cat97_C,0.0011648482594642617,118
cat2_B,0.0011611314010892462,119
cat27_A,0.001145998294995765,120
cat106_F,0.0011446387874306618,121
cat101_C,0.0011286038125778077,122
cat100_B,0.001125200049489205,123
cat57_B,0.0011205809040577559,124
cat92_A,0.0011179535269289149,125
cat95_C,0.0011121797983759953,126
cat104_E,0.0010941284533487888,127
cat103_A,0.0010711128993774867,128
cat115_N,0.001058086051381274,129
cat112_AP,0.0010470594054053709,130
cat37_A,0.0010470385040150848,131
cat107_F,0.0010447622362158944,132
cat94_B,0.0010444913058445169,133
cat115_K,0.001044063746119348,134
cat104_G,0.0010381143371558917,135
cat112_AI,0.0010353565461727252,136
cat115_J,0.0010139172919341707,137
cat112_N,0.0010076801953653703,138
cat116_DJ,0.0010024047388797143,139
cat106_I,0.001001650696198909,140
cat9_A,0.0009890558710068415,141
cat114_J,0.0009630589664832395,142
cat101_G,0.0009488181918578876,143
cat107_I,0.000924786832803517,144
cat116_HK,0.0009231764092025175,145
cat113_BM,0.0009218155296850622,146
cat113_Y,0.0009127884958727345,147
cat112_AK,0.0009088380995260206,148
cat107_J,0.0009050569176197002,149
cat79_A,0.0008873439039480979,150
cat114_A,0.0008815634956916557,151
cat113_AX,0.0008789076031739557,152
cat112_AF,0.0008759788715662868,153
cat101_F,0.0008746795236462036,154
cat107_H,0.0008735868628309858,155
cat103_D,0.0008728858042253743,156
cat97_A,0.0008704080147692123,157
cat109_AB,0.0008671156232890647,158
cat37_B,0.0008579115798853645,159
cat112_S,0.0008566740641984715,160
cat87_C,0.0008503000944958546,161
cat36_B,0.0008379177265931875,162
cat113_AE,0.0008285666859344237,163
cat87_D,0.0008054640939743162,164
cat23_A,0.0007937684719189028,165
cat96_E,0.0007891502871773146,166
cat99_P,0.0007864184227948102,167
cat6_B,0.0007811460804720508,168
cat25_B,0.0007746144496431335,169
cat11_A,0.0007722911489579941,170
cat83_C,0.0007687712095894523,171
cat1_A,0.0007476538658898965,172
cat115_L,0.0007460147124330235,173
cat115_M,0.0007449724062720257,174
cat107_L,0.0007308512281372518,175
cat115_P,0.0007292806401938537,176
cat110_EL,0.0007281076339075429,177
cat105_H,0.0007249326096386821,178
cat113_AN,0.0007245748206407761,179
cat8_B,0.0007130817552570625,180
cat104_F,0.000703617191554849,181
cat10_A,0.0006994504928162146,182
cat114_F,0.0006985909647434444,183
cat97_E,0.0006978728992971652,184
cat104_H,0.0006901263416427645,185
cat112_F,0.000682740854978953,186
cat84_D,0.0006789553417502266,187
cat100_M,0.0006776498626865688,188
cat9_B,0.0006740854541835384,189
cat77_B,0.0006733997496474982,190
cat102_C,0.0006606624341102307,191
cat116_GS,0.0006554431952249802,192
cat81_C,0.000654232780211973,193
cat111_G,0.0006391457793389468,194
cat26_B,0.0006342991262621987,195
cat112_AR,0.0006321167001954907,196
cat90_B,0.0006304274987772111,197
cat108_A,0.0006258146499742456,198
cat112_AW,0.0006174703962913111,199
cat100_D,0.0006114045036272747,200
cat108_K,0.0006075479575303769,201
cat66_A,0.0006045594307789303,202
cat82_C,0.0006025170299663138,203
cat112_A,0.0005965946289067267,204
cat116_HV,0.0005930392285186544,205
cat101_I,0.0005900142921769279,206
cat113_AS,0.0005845755593785821,207
cat106_J,0.000580584129300069,208
cat115_I,0.0005797542148533716,209
cat116_HQ,0.0005763124677069776,210
cat76_B,0.0005750819283221819,211
cat113_AT,0.0005705616877722823,212
cat116_HG,0.000565115506472189,213
cat94_C,0.0005646851664487204,214
cat102_B,0.0005614911362748314,215
cat95_D,0.0005604609589234486,216
cat112_C,0.0005594794036654343,217
cat110_AI,0.0005582908612706165,218
cat52_B,0.000556654474089325,219
cat116_DP,0.0005507380720305774,220
cat76_A,0.0005472932746915017,221
cat112_AX,0.0005458801153596117,222
cat95_E,0.0005448716710036494,223
cat115_Q,0.0005408189807874745,224
cat112_Y,0.0005316326340903008,225
cat103_E,0.0005193189268800914,226
cat113_M,0.0005173284977902023,227
cat108_D,0.0005166141243568366,228
cat3_B,0.0005082927231833903,229
cat110_CQ,0.0005078130729648315,230
cat110_DX,0.0005064083389727276,231
cat112_O,0.0005015644104086346,232
cat113_H,0.0004992730271907138,233
cat113_Q,0.0004973668432522557,234
cat113_AF,0.0004930978129462554,235
cat107_E,0.0004919859400577101,236
cat5_A,0.0004906635947416525,237
cat110_BP,0.00048311552724792983,238
cat102_A,0.0004812929039216757,239
cat66_B,0.00047841799812924416,240
cat74_B,0.00047323736869858273,241
cat40_B,0.0004724918817137136,242
cat31_B,0.00047225211449890243,243
cat112_I,0.0004710980948383279,244
cat19_A,0.00047026595608120166,245
cat7_A,0.0004658779832752778,246
cat93_A,0.00046505108795517495,247
cat19_B,0.0004646982096411586,248
cat116_HX,0.0004637798978120672,249
cat104_D,0.0004612541162703172,250
cat93_B,0.00046111851513107695,251
cat3_A,0.0004539677775439782,252
cat110_AC,0.0004512712692505621,253
cat105_I,0.0004491622832246227,254
cat105_D,0.0004484624782255928,255
cat98_D,0.00044202510349461335,256
cat113_AJ,0.00044190725465838597,257
cat86_B,0.0004398028573887648,258
cat101_J,0.0004341314048882157,259
cat74_A,0.0004312374009935583,260
cat116_GE,0.00043069342718102276,261
cat113_AD,0.0004292209418266664,262
cat80_B,0.0004269632292797393,263
cat79_C,0.00042560574920252675,264
cat116_DC,0.0004211770456630848,265
cat110_A,0.00042111674560455046,266
cat106_E,0.00042005630381077345,267
cat110_BC,0.000419628403168407,268
cat112_AD,0.0004173676774860656,269
cat114_N,0.00041735236785215847,270
cat104_I,0.0004171799851940682,271
cat65_A,0.0004135470120406417,272
cat39_B,0.0004120792240279501,273
cat86_D,0.0004115712453267184,274
cat29_B,0.0004097242621686081,275
cat113_L,0.0004057631213565492,276
cat45_A,0.0004056450317685182,277
cat113_K,0.00040546193052147034,278
cat113_J,0.00039967888942675717,279
cat112_AG,0.0003994122917608407,280
cat8_A,0.00039611804681027277,281
cat113_A,0.00039531063745546754,282
cat71_A,0.00039446611020003925,283
cat112_H,0.00039394699716302836,284
cat24_A,0.0003902144986704303,285
cat112_AL,0.00038943323015594206,286
cat96_D,0.0003891129299930653,287
cat116_IE,0.00038344230210266136,288
cat110_CM,0.00038105176134816115,289
cat99_D,0.0003787972532421792,290
cat112_G,0.00037469891504334163,291
cat40_A,0.00037308889005172643,292
cat28_A,0.00037173782389871625,293
cat113_BJ,0.00036978425757201163,294
cat113_S,0.00036878636009075074,295
cat84_B,0.0003683601471346241,296
cat80_C,0.00036828460598152193,297
cat28_B,0.0003656641211001736,298
cat110_BS,0.0003644502099872032,299
cat54_A,0.00036401093523127784,300
cat116_GC,0.00036109416295377066,301
cat110_DW,0.0003603866138894392,302
cat112_AM,0.00035930722537445505,303
cat112_D,0.00035718546190589774,304
cat106_K,0.00035629239992371423,305
cat113_N,0.00035582386708218184,306
cat41_A,0.0003533546548437031,307
cat116_CK,0.00034861038335354597,308
cat114_I,0.00034620862164464166,309
cat100_C,0.0003454495556249913,310
cat41_B,0.00033869828175326646,311
cat111_I,0.00033581774267271827,312
cat43_A,0.0003340862438187614,313
cat116_GK,0.0003322530292935899,314
cat116_CR,0.0003234133000809435,315
cat116_KW,0.000322370971343236,316
cat113_AG,0.00031657938952905104,317
cat110_V,0.0003163098451929423,318
cat108_I,0.0003157223436129928,319
cat107_M,0.0003155340643630305,320
cat97_G,0.00030807813901979886,321
cat104_K,0.0003057746164143575,322
cat88_A,0.0003055262772526676,323
cat98_C,0.0003040945428417684,324
cat101_M,0.00029959403089762737,325
cat113_I,0.00029697938320097264,326
cat92_B,0.0002940449518669093,327
cat113_AW,0.0002938323787899323,328
cat108_E,0.00029246350875338444,329
cat112_AT,0.00029228123150438253,330
cat113_BN,0.0002922278975763245,331
cat113_X,0.0002917559537652515,332
cat112_X,0.00029031127925020864,333
cat91_D,0.0002885545471951576,334
cat116_LB,0.00028778284885841633,335
cat95_A,0.000281752352023952,336
cat116_DF,0.0002817133654855847,337
cat24_B,0.00028088861324647094,338
cat45_B,0.0002803200026713556,339
cat54_B,0.0002801331516747288,340
cat30_A,0.0002800663613473552,341
cat110_C,0.00027860265140341366,342
cat29_A,0.00027688672548115546,343
cat116_HJ,0.0002728636827645908,344
cat104_J,0.0002692005307015148,345
cat99_T,0.0002649576339897565,346
cat110_EF,0.0002642437609932316,347
cat71_B,0.00026214804128823745,348
cat110_EE,0.00025889182083976343,349
cat90_A,0.00025847609197528947,350
cat116_IG,0.00025713949592831505,351
cat88_D,0.00025585769452613903,352
