iteration,r2,mae
217,0.5488537651056558,1151.7220264444018
218,0.5523711907686979,1153.1544309510884
219,0.549628792000008,1161.2612263201224
220,0.54549489777586,1159.3029974747935
221,0.549083625231876,1156.7092320150086
222,0.5452849338066896,1167.2849149195333
223,0.553779040020053,1161.0324630579144
224,0.5474056273112391,1152.1359374462766
225,0.5475667856654604,1167.2070301769327
226,0.5524789398039166,1151.9221772901199
227,0.5530944725432637,1162.8852089578243
228,0.5442484830063075,1164.3916816614194
229,0.5522805629296184,1165.6925821077903
230,0.550012639914443,1163.6905490109714
231,0.5476116716834503,1152.4812536236318
232,0.5478239880256038,1153.6241532911174
233,0.5401335790490966,1161.0711314224334
234,0.549711904936972,1160.8223074805974
235,0.5498787080570448,1158.8162747415884
236,0.5463348588568568,1150.8517875603713
237,0.5479812378408673,1160.9390634763552
238,0.5519258903832392,1152.533477911859
239,0.541236275447343,1169.3428191588473
240,0.5486133274349752,1162.3475597171703
241,0.5463547306079442,1168.3183252325455
242,0.5462752586009043,1150.3585169420007
243,0.5495501947741344,1154.6769396644922
244,0.5474795218394735,1165.497612371738
245,0.5479300541462662,1155.0703823930844
246,0.5474889748370522,1159.8610058859774
247,0.5416304646601406,1165.5448265854827
248,0.5453684984890927,1171.9085363481724
249,0.5454381287259122,1156.0460196699146
250,0.5497094744001756,1145.1537401879634
251,0.5520737764242836,1153.4409039614152
252,0.5423784460603905,1172.4663946870787
253,0.5465523273612652,1161.3318464780175
254,0.545087509307536,1150.4701764401393
255,0.5519670716424467,1149.3409845483045
256,0.552568569692794,1150.1359953997019
257,0.5528062390686559,1164.0493439836655
258,0.5389790629994772,1158.2167133174562
259,0.5526575746302481,1168.9993265315002
260,0.5446399876265583,1152.7960760434264
261,0.5474597735497548,1169.2620428868686
262,0.5441114073228481,1145.4330883398582
263,0.5494295446879067,1169.3428296348554
264,0.5462706053984254,1153.5572284685393
265,0.5495392428326644,1154.3420060735425
266,0.5399727824561684,1158.513559354693
267,0.5529897921776301,1152.735509490941
268,0.5416515289682269,1158.789126357708
269,0.5440501697802346,1164.7810300981625
270,0.5522162466016529,1174.5423250502695
271,0.5470861611465911,1148.5270444470245
272,0.5511768269534122,1167.6825223805597
273,0.5512569612450551,1155.944625625753
274,0.5489248270974022,1168.0693733596217
275,0.5445194654471761,1164.4882234976224
276,0.5514097687473982,1153.5194088730598
277,0.5551707713698437,1154.4027597377262
278,0.5481814899324995,1152.2825414621097
279,0.5451650402477066,1171.2935543302601
280,0.5417144334274279,1162.7114729467503
281,0.5424994043061293,1161.4263879584844
282,0.5472609665202599,1156.1184837921323
283,0.5494606825858023,1160.5825667827285
284,0.5476364026976999,1160.41174262128
285,0.5460053164723762,1173.6851228774078
286,0.546461260934652,1157.6322506066178
287,0.5506383989898855,1169.0762056140622
288,0.5504232584530477,1148.1161187626428
289,0.5530712083980341,1153.6785112958082
290,0.553489529109504,1155.5194202377854
291,0.5441932494303201,1153.0002964012388
292,0.54841596585475,1141.1784805836123
293,0.5495425056880977,1156.0292747161268
294,0.5444617764424615,1166.80945276859
295,0.5453802768871505,1152.2453241288308
296,0.5467011690308807,1165.594901617499
297,0.5503991334032197,1165.2764428827616
298,0.5510555517113009,1153.163947747787
299,0.5488642707268713,1155.9972103423424
300,0.5415569636018374,1152.5011574650507
301,0.5498662882666792,1176.9687491886523
302,0.5476535691371212,1158.0683953221144
303,0.5444261430996715,1166.1771548653785
304,0.5474411620094941,1152.6443805921583
305,0.5444738862931671,1168.9596335099707
306,0.546909649319544,1161.381393174942
307,0.5529814237340827,1159.3338295057324
308,0.5499683445180052,1162.6373690341634
309,0.5475356076005338,1162.8295110384959
310,0.5373212574621639,1165.9622179335704
311,0.5478436745496231,1154.6324017276943
312,0.5463736342654596,1162.403530864291
313,0.5416501406369003,1160.74165264737
314,0.5459249864675404,1155.1574140882726
315,0.5435549171202343,1157.0661264707555
316,0.5471397462479706,1153.3562215022343
317,0.5544898906214564,1155.8125091055429
318,0.5471196991976822,1170.2212431153173
319,0.5527520639254362,1158.9685764875778
320,0.5463084429474548,1172.6400434587424
321,0.5517933075845678,1157.7403012217715
322,0.5559512504929925,1141.5804271730797
323,0.545986201197948,1159.917882615445
324,0.549780826192801,1157.4152334037788
325,0.5445602154642688,1166.1879291070177
326,0.54554807030549,1162.0613080047115
327,0.5476035113799235,1158.0892386802343
328,0.5434838194957652,1159.4737101146402
329,0.5502674603894251,1154.4921018781508
330,0.5483998141950306,1159.9150349376746
331,0.5480711339436577,1160.7746824713668
332,0.5459378994845745,1168.8974764549498
333,0.5470593313205436,1164.1040239943354
334,0.5470300452598802,1150.7714074617838
335,0.5472967332556729,1159.3721238865878
336,0.5508222326003637,1151.9177572076972
337,0.5504913958658262,1149.7066413138107
338,0.5426124616360384,1153.8185216053046
339,0.545574370057788,1173.8336511490268
340,0.5507344515101553,1165.6957180878956
341,0.5524633417813739,1150.4150409689541
342,0.5539116719866393,1160.7689237662603
343,0.5457492882128108,1177.0739699969943
344,0.5422935678242167,1161.102825601816
345,0.5489160340042488,1155.5230479912639
346,0.5475857937263615,1166.8042009848286
347,0.5526292194922946,1167.071377325455
348,0.5455674198895528,1158.1056544517705
349,0.5505378982931832,1150.1220742617909
350,0.5504375495243954,1151.755774712549
351,0.5483393450127867,1156.473469855011
352,0.5493830611618129,1149.90460893536
353,0.550941637831834,1154.0736437854493
354,0.5519356183213606,1171.4003674404562
355,0.549538471604392,1157.8068614084507
356,0.5511146796745561,1162.30114291177
357,0.5468389039251947,1162.3430828994324
358,0.5485903058044628,1163.962464651829
359,0.54587632742378,1163.0955738902906
360,0.5463402622175748,1159.5324605790674
361,0.5482494984052146,1166.8056513989238
362,0.5521032260077051,1169.045750587794
363,0.5448801708046354,1161.9773109566456
364,0.5459046657360482,1136.2889213943936
365,0.5473181851283637,1156.4902762472434
366,0.5475562439453292,1168.2489089166713
367,0.5474422075342712,1167.0581955815835
368,0.546845511108164,1162.4754553026642
369,0.5457337129801113,1154.471949158389
370,0.5457063546480532,1156.640481896257
371,0.5434243773568103,1154.5969913057313
372,0.5462059234459191,1164.5394954223113
373,0.5454548166441444,1145.9191393589742
374,0.5455833329667152,1155.7919571754112
375,0.5522063872932403,1161.467358362553
376,0.5350898145558189,1164.9332708154775
377,0.5421712020366203,1158.4375305471883
378,0.5521053624282056,1155.3667533107293
379,0.5477790460152732,1156.4569639148956
380,0.5479990187180486,1158.310229489802
381,0.5520778312963246,1171.345509400918
382,0.550097586773765,1152.6415910367616
383,0.5468918722461964,1159.391646489405
384,0.543983359245144,1153.7106224859945
385,0.553488161143191,1155.4363355003495
386,0.5411310015224913,1161.4250530746058
387,0.5483439301908071,1161.7712236893879
388,0.5460239004164653,1144.1258831195426
389,0.5448617831908579,1172.1931120974168
390,0.546935554105646,1160.8946742273686
391,0.5501821497072229,1162.3523134836669
392,0.54595443465616,1166.9186152063205
393,0.5447404924176351,1164.6039208910738
394,0.5427749102219352,1169.5796723594958
395,0.5586080263341371,1160.416010862858
396,0.5466297557628974,1157.9814956579476
397,0.5518651472549636,1157.3350815064098
398,0.5465112021935927,1160.6945468994245
399,0.5405251718892748,1158.913218707011
400,0.5504030128268284,1148.6855001458207
401,0.5458505557776479,1145.1741385098233
402,0.5475729343673239,1154.181572700131
403,0.5481481365095122,1176.2371172395121
404,0.5457564624610094,1163.2996349479008
405,0.5497115057242875,1155.2514473582407
406,0.5469791884915747,1166.830783104753
407,0.5471435292519091,1156.6432163330182
408,0.5443480651935226,1163.3031378623425
409,0.5484174074373614,1158.9960312610972
410,0.5537721644085696,1153.5121328137445
411,0.5486887666835192,1161.1450522397672
412,0.5409187771401414,1165.7666834716279
413,0.5429819141363487,1151.243214778411
414,0.5470016528796554,1163.1586327628215
415,0.5522425017947765,1158.1357798431836
416,0.5552000109854709,1162.5838992083475
417,0.5441584118014178,1145.8039630093247
418,0.5480966045127555,1170.8378347507628
419,0.5518052499826326,1160.070404762495
420,0.5452043405198748,1166.8943999802323
421,0.5485405835204342,1162.4856731705838
422,0.5466404471617473,1152.3973944277961
423,0.5465686251925909,1168.470217778053
424,0.5503375650761553,1158.228720746529
425,0.5516701222267519,1152.1896969817624
426,0.5522538955669581,1164.317068465214
427,0.5563620821058155,1154.610043411916
428,0.5477903931099712,1163.4624959463736
429,0.5485678385856823,1157.8183455258793
430,0.5455723854426864,1166.747634383909
431,0.5484047299089305,1160.2273020402233
432,0.5512953977255246,1171.8324248673823
433,0.5504702619634749,1152.8366749558493
434,0.5525796843290187,1150.5041895645645
435,0.5479570735375661,1154.3210236827817
436,0.5483977509688851,1161.9915766660163
437,0.5468423149674861,1153.7876425902593
438,0.5475100140595786,1153.5635128773808
439,0.5486768762210266,1143.993256772517
440,0.5526648001851429,1164.923786819186
441,0.5482444212070356,1145.8069614285816
442,0.5477028906662251,1149.0549224304357
443,0.5451767649440632,1169.581773330157
444,0.5471402981386406,1155.69407400339
445,0.548454433329888,1163.038870488999
446,0.5496191280714041,1152.744341304549
447,0.5540258774458408,1160.4685490066151
448,0.5481834960724988,1165.9171229183228
449,0.5459993501915026,1152.9640745578918
450,0.548651263730318,1165.912342280593
451,0.5480494159537248,1160.2123875543664
452,0.5488130869521823,1178.0736466092974
453,0.5485002148149325,1159.0773699885833
454,0.5491573011842046,1157.036723006541
455,0.5483375597119142,1165.2547909048076
456,0.5446383668547319,1171.6235239960467
457,0.5497847823379562,1165.3504762994837
458,0.5542527683688594,1167.9346478127322
459,0.5513633143007703,1159.2197307700883
460,0.5536367054293144,1147.372787074009
461,0.5529888436208323,1173.0027565825665
462,0.5435913335047946,1150.7783708379934
463,0.5499072212848591,1147.1012997559942
464,0.5516789315638307,1160.6777871848265
465,0.5508822143373402,1138.0095582079891
466,0.5484873203688334,1167.7750324141793
467,0.5419545025358179,1162.3115695863528
468,0.5473787318613459,1153.656513191839
469,0.5480441787913717,1164.889525674384
470,0.5476103479837694,1143.0431057952906
471,0.5488352324510846,1156.722339339445
472,0.5467240155383388,1155.7746547166537
473,0.5462196097177243,1155.7649825926385
474,0.5529242218904558,1159.0789096142971
475,0.5431028718956499,1160.3837267516726
476,0.5433876788092719,1164.7017077767398
477,0.5422672973519009,1152.2598424741216
478,0.544849786318447,1161.3516807867031
479,0.5485786431467666,1158.1851079086005
480,0.5408564567843408,1159.1129990833838
481,0.5536702268386829,1155.6953941403035
482,0.5519612934783327,1155.1787052940556
483,0.5552177416242015,1156.454326458227
484,0.5505713244261525,1158.0164225086871
485,0.5540842221665057,1149.6575506628615
486,0.5460302977887723,1163.2730181538363
487,0.5435975330677743,1151.395942380064
488,0.543582624007385,1167.5709675945325
489,0.5464147892743667,1161.294392860847
490,0.5514260708024449,1153.0357582232557
491,0.5472427437060341,1158.154999076072
492,0.5452794001124717,1170.0561016196975
493,0.5454654169692319,1170.6949243058793
494,0.546583109852492,1171.044179773115
495,0.5400425050407629,1154.720632619438
496,0.5491110489371663,1159.73876716208
497,0.5495442698608188,1163.068708443563
498,0.5519908526379407,1144.3219753443377
499,0.5477885403635012,1167.2060485482032
500,0.5478920912244452,1153.8707462685068
501,0.5502722299587341,1166.7325961367496
502,0.548720011936956,1168.9718349871769
503,0.5448112253143353,1166.8536148781723
504,0.5485434996889453,1158.5976783790038
505,0.5442946987774697,1161.078454037727
506,0.5506948143988276,1157.1586450068264
507,0.5449502270767945,1150.8771999364446
508,0.5475144212770523,1151.0854478973415
509,0.5515092804397874,1152.8810615924585
510,0.5500017200799566,1152.9973793457343
511,0.5476683979873058,1156.834936376839
512,0.5453330642298595,1152.826898253098
513,0.5417927562638135,1163.4245867035247
514,0.5487096835934258,1150.2893219357136
515,0.5510981709878082,1152.2212646507712
516,0.5530107701872268,1157.5708245328449
517,0.5500547192983154,1165.2174477967915
518,0.5540806824077049,1152.217091158884
519,0.5455387584677565,1163.913578548253
520,0.5473415700960362,1159.4704436598836
521,0.538054034663495,1160.6181466967794
522,0.5506514725456109,1165.9546359590513
523,0.5484924190396362,1158.3032886292904
524,0.552931674420051,1156.5824618083789
525,0.5510073869355125,1159.7354735035858
526,0.5480420181080325,1166.9235338730596
527,0.5522310892490732,1169.9204355853008
528,0.5496884857480355,1162.0395035216818
529,0.5457096462093315,1171.3029057965666
530,0.5581433991477656,1152.0512537086247
531,0.5516647660171268,1162.65292397742
532,0.5483441945085866,1166.7943743844628
533,0.5377663844392677,1162.024593052685
534,0.5444056961969028,1159.196559798222
535,0.5496197461790273,1167.5913396862618
536,0.5540664015660168,1155.4043291687167
537,0.5448192682278616,1166.7096500375337
538,0.5419280981952368,1164.3229433036813
539,0.5482555098974946,1168.138736439513
540,0.5435834799691445,1148.1130792323447
541,0.5434328431364145,1176.1593934971786
542,0.5495118048322232,1165.3099481070494
543,0.544155132969309,1160.3340953159643
544,0.5494944603329646,1151.5654520104472
545,0.5394893863790492,1170.085945594029
546,0.54691973795294,1153.2636011487884
547,0.5461725675042742,1167.4208467694511
548,0.5517883453705315,1148.0649444048029
549,0.5486782311684559,1157.885454067026
550,0.5483090784977431,1165.7829404871445
551,0.5481777875163766,1154.397252206185
552,0.5443811888829373,1149.452909542476
553,0.548605544730586,1165.524908177404
554,0.5439365831444578,1168.256073726061
555,0.5506487260048087,1152.7034618707105
556,0.5469415237210372,1156.501853590454
557,0.5438730694852569,1154.9626897466849
558,0.5484499855694179,1157.2711810111384
559,0.5491797523773823,1161.1339942161283
560,0.549614945171842,1155.5466059313624
561,0.5430993427400976,1172.207452130495
562,0.5495235443734716,1145.5745880325046
563,0.5488609209215923,1163.95693414763
564,0.5476994901781971,1144.3242705337927
565,0.5470982880602255,1161.5285218572756
566,0.5470713630198751,1166.7568088166813
567,0.55036117147114,1167.625822514018
568,0.5474329332971568,1161.7985023433455
569,0.5484386141190687,1163.4421256473254
570,0.5472840223990711,1159.3221635191987
571,0.5526489492312447,1167.1252991208032
572,0.5519176424182909,1156.483594969251
573,0.551957960059929,1155.858603088327
574,0.5501496379002906,1153.140914601134
575,0.5568346955991403,1165.555885484305
576,0.5433319700314796,1155.1817188785524
577,0.5402407122092197,1165.454492072171
578,0.5457018585338727,1178.5367976071107
579,0.5449377231205793,1150.5843213883675
580,0.5506534042673694,1153.3667927436406
581,0.5456601816044219,1162.0717700509563
582,0.5460492913886161,1151.1262279893328
583,0.5492367858376084,1159.6804388839994
584,0.5491677640882484,1155.703299027721
585,0.5461565211375005,1163.2529988371168
586,0.5459356682339414,1155.439177940453
587,0.554055447639317,1151.5095300975402
588,0.5438774303288374,1159.7771991348977
589,0.5393394390350266,1153.3825557551745
590,0.5449248873004693,1155.6806562919
591,0.5480713028927149,1158.5136002199858
592,0.5528234529550677,1155.5730768396836
593,0.5496132511882574,1159.13882491202
594,0.5536996772013115,1157.533968788011
595,0.5438176859171464,1158.9789665116639
596,0.5400906409816223,1146.1625064087434
597,0.5477903515504595,1154.1461745027784
598,0.5414194941965518,1159.1386782268048
599,0.5498223265795015,1160.9636421270247
600,0.5535718109682841,1152.9929420270248
601,0.5476325886842268,1156.0884778517056
602,0.549806605051067,1155.0589061530802
603,0.552234371910687,1162.9876279247092
604,0.5493624016034349,1159.839862135946
605,0.5409855384074815,1154.993814689539
606,0.5428558744202342,1168.5888953501167
607,0.548844064701588,1174.5981631914653
608,0.5423051254156903,1158.7975528787956
609,0.5530666146054433,1159.4145507329715
610,0.5423405401148866,1152.6795385737003
611,0.5518575589285196,1152.1937577926908
612,0.549789132366044,1166.1386168885988
613,0.5501242311491967,1162.0505922590205
614,0.5422621728536201,1160.055432317716
615,0.5434889249342031,1151.2586116634814
616,0.5477553676509656,1151.1251813789568
617,0.5499851465295531,1148.3282108529738
618,0.5424451001082701,1174.48546312595
619,0.5489593367521884,1160.759144716689
620,0.5466719517541485,1152.851809639852
621,0.5462320745634307,1167.3865286861087
622,0.5412625681214724,1152.0102822251624
623,0.5485727031822132,1156.51012570053
624,0.5463885719201576,1166.6602009884064
625,0.5501948956682616,1162.048162210599
626,0.5433807049122923,1151.021038974344
627,0.5467402115997169,1151.786026899184
628,0.5420894143688497,1153.3410276606453
629,0.5477764547951571,1143.07939224365
630,0.5476231975518067,1163.8581297403625
631,0.54780594724013,1151.7747821078628
632,0.5482301895963699,1162.2640409733622
633,0.5425923718014838,1163.270406891258
634,0.5486016615107381,1161.3429138120846
635,0.5536684379833953,1157.3494491455804
636,0.5475331847997003,1152.816317998972
637,0.5442969603732528,1162.582898113241
638,0.5491376010363249,1157.2872101275009
639,0.5443803343332714,1158.9477149683094
640,0.5512562918015569,1153.4664431987235
641,0.5531855232244927,1168.7905260500845
642,0.5454132052210094,1155.1471776911785
643,0.5450561852075323,1159.6156051015018
644,0.5507348472475984,1157.6782683931544
645,0.5473798224639608,1164.5884074663472
646,0.5461089940436686,1161.1187212670648
647,0.5530157456626419,1151.74715458136
648,0.5505368613182512,1157.6056441678911
649,0.5501782457989461,1152.058403874296
650,0.5443386322445974,1162.909902468828
651,0.5452260084268621,1154.860620843542
652,0.5457305748977461,1151.5997848231755
653,0.5520288471812573,1166.3679704990175
654,0.5519237728730629,1178.218039311982
655,0.5475963470405407,1162.7645912035841
656,0.5520238192856237,1151.355269541414
657,0.5410787400044594,1157.0827252182225
658,0.5539050295018166,1157.2572151573263
659,0.5486387910426029,1156.1861243798994
660,0.550478572037419,1150.2801496425423
661,0.554846037242632,1158.1856767769996
662,0.5531284663986559,1160.3181243368067
663,0.5483711618851965,1147.9243830145329
664,0.5570699439264561,1153.0449806868069
665,0.5499162406945415,1156.1093563072184
666,0.5496339162799972,1152.4871112776166
667,0.542839585058119,1167.2878584983132
668,0.5513482991558285,1170.528850750997
669,0.5461939623381277,1157.556059250565
670,0.5474528249173973,1159.1632134029676
671,0.5475200222425924,1165.992320513807
672,0.5497380268790044,1144.9458843302375
673,0.5504294887332083,1154.956465015136
674,0.5461926002881885,1161.3676538509087
675,0.5491538095249013,1165.631340676618
676,0.5499599720226724,1158.7410330246348
677,0.5520330066552607,1159.150791755203
678,0.5504534859712007,1168.063037030553
679,0.5511472852744304,1158.0428743071445
680,0.5480909700120283,1154.1724842637157
681,0.5538392133336204,1152.0468374674235
682,0.5467607586238465,1163.0325068716147
683,0.5551075085126711,1151.533696423267
684,0.5450393144921586,1165.5664309162928
685,0.5438015362903612,1160.7585458599601
686,0.5460802663130802,1166.321797648596
687,0.550788259709506,1149.8704067610463
688,0.5452240452865331,1170.4672886864364
689,0.5511145775966309,1156.2034306311857
690,0.5496464801038525,1162.5802009556332
691,0.5468072759511817,1155.581431482722
692,0.5549473666073093,1158.924760836826
693,0.5501982859744072,1162.104852447795
694,0.5461636211260696,1162.202663469365
695,0.5537270854713967,1161.5298436386638
696,0.5461277791438879,1164.6174742705443
697,0.5489965723875105,1144.290670656682
698,0.5470472298841664,1153.3994075123437
699,0.5485295428845329,1152.7048804744438
700,0.5486519688880902,1149.6917088647417
701,0.5467461677879064,1162.342126246113
702,0.5455784310660279,1155.7455760450857
703,0.5506113817776663,1168.071486697292
704,0.5550149889343696,1162.7302782814202
705,0.5513975020566413,1165.3381440499695
706,0.5459612128462008,1165.9058345552637
707,0.5449049508130743,1166.8533556651826
708,0.5462603001472424,1154.8664024112156
709,0.5449764489265779,1160.5382759189913
710,0.547478538624552,1162.0467780134256
711,0.549336613584729,1144.6777857734985
